"","INSEE_COM","Annee","Nb_mutations","NbMaisons","NbApparts","propmaison","propappart","PrixMoyen","Prixm2Moyen","SurfaceMoy"
"17122","59268","2018",38,34,4,89.4736842105263,10.5263157894737,180102.631578947,1758.05263157895,100.263157894737
"17123","59269","2018",7,7,0,100,0,139775.714285714,1443.57142857143,98.8571428571429
"17124","59270","2018",2,2,0,100,0,91000,960.5,94
"17125","59271","2018",48,41,7,85.4166666666667,14.5833333333333,131606.125,1476.5625,89.2916666666667
"17126","59272","2018",37,37,0,100,0,121432.297297297,1506.02702702703,82.7567567567568
"17127","59273","2018",77,71,6,92.2077922077922,7.79220779220779,146223.909090909,1560.44155844156,94.3506493506493
"17128","59275","2018",4,4,0,100,0,595012.5,3155.25,189.75
"17129","59276","2018",11,10,1,90.9090909090909,9.09090909090909,136481.727272727,1438.36363636364,99.8181818181818
"17130","59277","2018",2,2,0,100,0,165250,1307.5,124
"17131","59278","2018",35,31,4,88.5714285714286,11.4285714285714,219304.285714286,2323.22857142857,94.5714285714286
"17132","59279","2018",151,132,19,87.4172185430464,12.5827814569536,172649.139072848,1964.40397350993,86.9867549668874
"17133","59280","2018",9,9,0,100,0,102688.888888889,1117.33333333333,81.1111111111111
"17134","59281","2018",5,5,0,100,0,153600,1648.2,91
"17135","59283","2018",4,4,0,100,0,223000,2006.25,107.25
"17136","59284","2018",28,27,1,96.4285714285714,3.57142857142857,176623.321428571,1660.53571428571,109.642857142857
"17137","59285","2018",16,16,0,100,0,146251.875,1530.4375,94.4375
"17138","59286","2018",93,74,19,79.5698924731183,20.4301075268817,161263.978494624,2039.38709677419,80.4193548387097
"17139","59288","2018",18,18,0,100,0,107389.444444444,1223.83333333333,88.2222222222222
"17140","59289","2018",2,2,0,100,0,60000,584,103.5
"17141","59290","2018",1,1,0,100,0,114000,1226,93
"17142","59291","2018",65,65,0,100,0,91336.2769230769,993.476923076923,91.4615384615385
"17143","59292","2018",6,6,0,100,0,111960,1181.16666666667,91.8333333333333
"17144","59293","2018",14,14,0,100,0,182772.5,1730.71428571429,114.571428571429
"17145","59294","2018",3,3,0,100,0,145800,1415.33333333333,107.333333333333
"17146","59295","2018",136,119,17,87.5,12.5,162535.360294118,1825.45588235294,90.5441176470588
"17147","59297","2018",18,18,0,100,0,158490,1183.44444444444,134.5
"17148","59299","2018",114,108,6,94.7368421052632,5.26315789473684,294288.850877193,2557.09649122807,111.921052631579
"17149","59300","2018",2,2,0,100,0,160850,1431.5,110
"17150","59301","2018",21,21,0,100,0,134980.952380952,1317.90476190476,109.52380952381
